id,hash,victim,gang,date,guid,country,sector,TTPS
14295,e9c9f2b6886a081e15f873e022cfef310d2650f47f8ff9f018aa70f60b7e27a0,"The Royal Family of Great Britain",snatch,"2024-04-15 17:25:25",4001d4deb84960a46967e0676a191708,UK,Diplomacy,
14294,4aac446ea70e9f3c59c692635470768b9d71282b876d7a103d8810709a62f06c,"Council for Relationships",8base,"2024-04-15 13:20:07",5165bb7092845d883f5d8fd52d1f32b5,USA,Public Health,
14293,a10aed65ebf69d1113f392d56e6357c8bb8059922fd602092ce2ad89f5cb606a,LEMODOR,8base,"2024-04-15 13:21:10",22cd4d66fc24fc0163ac00d27c1433c5,Switzerland,Manufacturing,
14292,c56b669e37f533245ee005098c07eb19588d2a3b6c0d98b0facdf21e688b0db9,"The Souza Agency Inc.",8base,"2024-04-15 13:21:58",8d060abe1e38ab179742bd3af495f407,USA,Business Services,
14291,6d83381bd4caff0d4b31bab2add78ae87d98bf1cc83fd447e5ba00e7d7e803ba,"ASMFC: Atlantic States Marine Fisheries Commission",8base,"2024-04-15 13:22:44",95a5a82212ea714ba2923f1bb3f1ffa1,USA,Human Services,
14290,0e346496bc6575e2b6d7b55451b3443faba0482686914dfa2e059cc523206754,"SOA Architecture",8base,"2024-04-15 13:23:28",1cbd0a834ad09f5650b3536f90478f25,France,Business Services,
14289,9e23bcdba9db48ad7dc6907ab61302c4d3c54f9bc2dae5ec5f247014168c6a54,"GPI Corporate",8base,"2024-04-15 13:24:08",4479d4f0fe2b922b8ab8875c429c0a72,Australia,Marketing,
14288,8944c33e914f01c2034cfced0d620a57ccf8da411d41926b0e9bb44c69dcac58,"R.B. Woodcraft, Inc.",8base,"2024-04-15 13:24:48",c9bd2d5f2fb6cea41198dc6a2f817331,USA,Manufacturing,
14287,1cab365ecb69de6d1fc9ccdf39c9cc7316e8658a13e976bd86bf5ad37873d7d9,"LYON TERMINAL",8base,"2024-04-15 13:25:30",c2d6b7f8db832c0be60251cf412e35c5,France,Business Services,
14286,8e4c369e1b6c87e9adedeeea8c650a9058ce711a16d7143bf74f63eb5e70d773,"Best Reward Federal Credit Union",akira,"2024-04-15 13:26:37",5a87c42972dfb55ff9cdb144a3ba5cc3,USA,Banking institutions,
14285,001e6a90324676bc65fa884d9fb02c9cb476aed41305b91fe669b01e1bd5a71c,"The Post and Courier",blacksuit,"2024-04-15 13:27:16",65a2e5f265ac3d8ee8e39ff5d2bb3f96,USA,Medias and audiovisual,
14284,9cd6384a8ab5d01c4a674111e92b9896d710f440b2c33451546f239516425f6e,"Biggs Cardosa Associates",blacksuit,"2024-04-15 13:27:51",0573589c2b18bae3fa72e2082e7fb2ae,USA,Business Services,
14283,25c2677a0e7a4ea5ee16de8c32910c1f1777a49d945508a8ebff538f4ecfea36,"Deacon Jones",dragonforce,"2024-04-15 13:28:53",8db66f2fc805310b86589bd1aeaa2cd7,USA,Services,
14282,04caa40098093c4dfa93dcde1c804f8ca36480bc550b8e3bc7916aa4dab0ebe3,jeyesfluid.co.uk,lockbit3,"2024-04-15 13:00:28",1fc87e47c0e943e0fb0c36bafbfa8510,UK,Manufacturing,
14281,5a7b39690701d1340280e54218872cd7d6cba05d70911a534725744abbb28432,compagniedephalsbourg.com,threeam,"2024-04-15 07:34:47",3ab9a9924133b76cdd88db6e7b2734da,Real estate developer,				
14280,b73f3c96ba6d279020fa1da19755aa35628e5a4b8a781f67a997c2075b15ec08,"Change HealthCare - OPTUM Group - United HealthCare Group<Updated>",ransomhub,"2024-04-15 05:10:09",988d51eda1be1cd7bcd704d83b0391f9,USA,Healthcare services,				
14279,de7a134ef95ac5cf4a5066e5278e48cc3e244854fb4b96843be748abf033aef7,ndpaper.com,lockbit3,"2024-04-15 03:33:31",2f0f2f6da6992b9ca06b907a9e803296,China,Manufacturing				
14278,000348f65896bea99e9d9173501dfecc5c5aaa1f2e298dac61bb0ec92a44693f,qint.com.br,darkvault,"2024-04-15 01:36:40",4129304d04cff4cb688585ffd88c45fd,Brazil,unknown,			
14277,5600d56efae06175990b3682fc97f719a815efb5c3fbfa0a30b24f3fd744f08a,Sev********.com,cloak,"2024-04-14 16:28:05",ccf4769973f7658ac976a063527c4292,USA,unknown,			
14276,b69c9a8e8b338c311fa8eb30da1632dbaf68dbf68137833ae5757c82551b6d91,"Jack Doheny Company",hunters,"2024-04-14 14:52:49",6770b3cd18521ccaea7cac4b42b2ee5f,USA,Utility,				
14275,ad7ffe2506553a9f927207fa04000136ac19ac62e953a4e66495433c41508c29,"Traverse City Area Public Schools ",medusa,"2024-04-14 13:08:37",8ab9121c7dcd00525d3f8de4200173bd,USA,Schools,				
14274,481bb2fc6fc1206939289c90803d45c10951d291bc5af333bfc4a8b72c7f087c,"Omni Hotels & Resorts  (US)",daixin,"2024-04-14 11:59:33",84ccfcce45fdda705091a9de5392462e,USA,Hotel,				
14273,93ce3b27e640608c739c634f605a9b9f19dc3f85011a1277c064a32ae2a07326,countryvillahealth.com,lockbit3,"2024-04-13 18:56:40",f531dc20fde20b7adf3a73f52b71d0af,USA,Health,				
14272,6e69be277575540e904c83b2c6edd07bf268d687de3011f80b21e6cd427c9864,disb.dc.gov,lockbit3,"2024-04-13 17:00:33",8d2dbf39ab407d4f97c3bd5d37d32868,USA,Government and administrations,				
14271,d96b35931413a0c8d5b3d595a13b23b2373e10e99324aff4e847d29f054cd9ff,"Frederick Wildman and Sons",hunters,"2024-04-13 10:33:46",c0cc6fa1297977ac619657ec2eb3adac,USA,Retail,				
14270,c021bd2a4d71a97babb0a74b37870474d71a39762a4bed60dddced4918aa1f25,"Integrated Control",hunters,"2024-04-13 10:34:56",60d22149eee1175d3675575416f123b1,USA,Services,				
14269,904c5d660679ff632448aba07c19cd2d11175193afc6601ce83ecc5d7882c778,NanoLumens,hunters,"2024-04-13 10:35:48",72f9b9ad8325628f232d12c539b217f2,USA,Manufacturing,				
14268,a8045443a633d6fcb5987ab2e072179d1b54bd117fb3ce1c3ff10d9777fa3b86,"Caxton and CTP Publishers and Printers",hunters,"2024-04-13 10:37:31",81a6f51d90af2c00dfc715c5dc5fe88d,"South Africa",Medias and audiovisual,				
14267,60c4e85e9e9750329e24c053d4c817cbec879943d4a482e744bfe2bcc72eb2bb,"Kablutronik SRL",hunters,"2024-04-13 10:38:43",3b5750171f62fd9c3cd91a41ddb1ac45,Romania,Unknown,				
14266,eadc9a21cca96834721308776949874e78d4843127fab3d15a82c1dc175e6f82,"Toyota Brazil",hunters,"2024-04-13 10:40:08",0d858ba37c2b615078a3565d90947776,Brazil,automotive,				
14265,c4b34aa5ab3012311f52d1b0703dc233fc85a7142109f210acc949812e5bbf26,"Novus International",medusa,"2024-04-13 10:43:09",8392cfa1ba851b4bf97301d6416725ac,USA,Food and drinks businesses,				
14264,aae0adf473190394807004a8026b5bafe3ba3cfad46a26cc64e48f88e1b33f0f,"Alliance Mercantile",medusa,"2024-04-13 10:43:31",bccefcc1b1eee9eca3ae4f5c1a281482,Canada,Manufacturing,				
14263,e2d70afeeab8319accbaa7ca87b6f6ccd025e41b187af3f8fe1e6dab4769f66e,"Solano County Library ",medusa,"2024-04-13 10:43:42",6759d0996526ddc8e27aa550f0b806b1,USA,Culture,				
14262,a284ece0bb2c508c8fbb897f267d40a4a83dd2732595c5fb2767880a6d2fae15,tommyclub.co.uk,darkvault,"2024-04-12 22:40:39",ab42fc5c2a7c8f48b3eb50f15ec049ab,UK,Charity associations,				
14261,f64a73329469edb284a4c29dff2d69a62b3239eb3c6b0f044f7e0d8dfc11466d,thsp.co.uk,darkvault,"2024-04-12 22:41:32",40f4d60542d863444e5711c7a5584832,UK,Consulting,				
14260,5a0d146ac972d2ef49c4854ef6ec9710fff7df3445d7347afc57fc4e9aa18798,oraclecms.com,lockbit3,"2024-04-12 22:43:51",fab6cdec3712c24619019567ac26c060,Australia,Services,				
14259,1bfb2a1c99d1942d0891cb956b3c0ddd81322a876a8263312631719669807e39,"H??????? C??????????",play,"2024-04-12 19:37:20",67a5de9fa89738da0c6835ef457b5878,USA,unknown,			
14258,94f320418d8db6989c67b47a1c7e5b91480e94498b21bc9a1757acbbe109348f,"Feldstein & Stewart",play,"2024-04-12 19:38:45",c379a1046f90b893557efbd459480ae5,USA,Services,				
14257,3c405969e8fc34b8a3a40f8ce92dc017f90625a8e2e1b7704f4f1e5afeef549d,"Snchez-Betances Sifre & MuÃ±oz-Noya",akira,"2024-04-12 19:39:53",a8e70c922b1f1b78e11b47f3bd9368cc,"Porto Rico",Lawyer,			
14256,f056beedbde948968b30471081c5b237ead2f46a13aa165a9ad162af3dbe978d,"Bojanglesâ€™ International",hunters,"2024-04-12 19:41:37",6d751d6eda13ad8c6b07ec45305a06a8,USA,Food and drinks businesses,			
14255,c35c05382cc3a138b6e032f01db625493ef93a7bc5fe36e7f25b7f8a2a68c478,"Jordano's Inc.",hunters,"2024-04-12 19:42:31",5d2a9a33a8074f6dd91c0dfb22d62341,USA,Food and drinks businesses,				
14254,1e180d255a88353fb0d5e03a44abd123abbe197e6d5369ad1d4390f0682c76f2,"Notions Marketing",hunters,"2024-04-12 19:43:13",c31e46a74fb556fd7b53f8f6b186d5e9,USA,Retail,				
14253,d819ede21802408b12c294445755ce35b3e5e026d91cff44ef292da338fc6211,"Agate Construction",play,"2024-04-12 19:03:17",81d36e0c6ae485f2a087864badfdc202,USA,Construction,		
14252,0620d7ac2e7ab2db68d120571d1d447509f7d2f0b79684315a7c0b385bcf0976,"Robeson County Sheriff's Office ",ransomhub,"2024-04-12 13:42:00",dce30dee7d6980c287d5c2992de9b752,USA,unknown,				
14251,e5c9ffe10b3edc949869887d68a2d7c0e0d9cce1ce5ab44465a5ada663e0820b,"MCP GROUP Commercial Contractor Topeka",blacksuit,"2024-04-12 11:59:40",a4315d65e05d0a6ce8724fae0d6380bf,USA,Construction,				
14250,af1f57aab30ad7dcc5a80a1526fb7212ff8f0485d5ac053c493055e911e5369b,"Hernando County",rhysida,"2024-04-12 05:01:00",fb465909b8627e4912b4a32d1030164c,USA,unknown,				
14249,85b15c0967410e92bb373f9f6d1df512164a0c198d91b9e618c89139c0ddb935,baheyabeauty.com,darkvault,"2024-04-12 04:35:27",2ac82abfbbba61cc903d25f55ed38aa8,"Saudi Arabia",Manufacturing,			
14248,3d677a715ec679607db9ef9f140580fff3d2a88cab64c26e53c9decf97c71bfe,baheya.com,darkvault,"2024-04-12 02:56:42",61c0bc869c02703fe2244a64cf2860d9,"Saudi Arabia",Manufacturing,				
14247,252f7d1945cb4b677006a68a7359fefcb4950984e5fed9cfb7e394142c806935,Se****bH,raworld,"2024-04-12 00:11:03",695146e2eb92eb4df74536a74b022fcf,"Non Disponibile",unknown,				
14246,57fd9b27a8169b573ba041eed5fe6154a8da87b6dfd02c90e6a1dc9e185e0c82,Al****ch,raworld,"2024-04-12 00:11:49",b8a0cabd92e8b9ab1727347dfd138421,"Non Disponibile",unknown,				
14245,58c5c67151318cc30bab3b7b1373216091b026b40a54e4bd576093daca6a6d7d,Un****es,raworld,"2024-04-12 00:12:39",0676f43ba89ef089f43c6f36ca40fa4a,"Non Disponibile",unknown,				
14244,70412ea138ccb89f4029ec48cc052ff756fc12dd8db1c2442074551fd59f8a34,"Victor Fauconnier",raworld,"2024-04-12 00:13:19",c1bc667b9299979b8de601f81461032a,France,Food and drinks businesses,				
14243,49b187bfb5d3e18db494445033212956ff71e2e2280c0663d6094e0882b6305c,Gimex,raworld,"2024-04-12 00:14:10",a0e2a88fbfdb8e16682cda2046d6a40d,Spain,Manufacturing,		
14242,8952560f0dc7782112fa210a5ce3d2716731269dfdc67bed9db5b56de3b78b2b,"The MBTW Group",play,"2024-04-11 20:31:40",24988d9aa627ea723a4769c83e481a76,Canada,Engineering consulting,			
14241,a400c4d5c9b8ac64ad8369e1572231d62e7304c28a629588aecd60077b3e73e6,"New England Wooden Ware",play,"2024-04-11 20:32:50",7551e734ecfa518db7c1e6175abe5bfb,USA,Business Services,				
14240,52d8d30ceec118db94301fe1c448e0a74301a7c2a90428766f6696d276c57748,"Theatrixx Technologies",play,"2024-04-11 20:34:00",40a65e5a692bf1f5f1a81ec33021bda4,Canada,Manufacturing,				
14239,a911efee4ea65f6b80512c2c61e0870dd1a1ba91f7fbb5bf9feface8c6577615,MoldTech,play,"2024-04-11 20:34:37",b899ce5418c4ff13144e96c1af4d6306,USA,Business services,		
14238,36ae13d4d5ebbbb7f2b048825a9151da9fdefdfe2ce70860d8d5da6d88f0fe12,"LS Networks",play,"2024-04-11 19:55:38",29b2cd4a11745fefecc14912d2f95dd8,USA,Telecommunications,			
14237,950adf9a80391ea973f6f635abae26628c1c17e7077783bf1cb8b8046d1d681b,"Henningson & Snoxell, Ltd.",incransom,"2024-04-11 19:36:49",90949b6cfd26574a426edea70f6f3485,USA,Lawyer,			
14236,82205da2ac089055c6a5773edb3882f3bfae6489e8c734e267c73301126cbbd8,"Community Alliance",incransom,"2024-04-11 19:37:52",194309a52da9de185b531cfc697cfca8,USA,Healthcare,				
14235,79dff65c8079ee050650de84047d52bc7b0f7f9e02895401b0188dfb1f8cae30,hirebus.com,darkvault,"2024-04-11 19:15:40",8425bc94a44e3d1bb3c8c026b2702c00,USA,Consulting,		
14234,8dabf4e044868c0eb59448b823d39ab0b45f612070b945f0027160751737d5a2,hawkremote.com,darkvault,"2024-04-11 19:16:20",e8dc153260a59d4f236cfd7439d5dfd3,USA,Business Services,			
14233,e8648e04f096687c8dc29858e3861db7ae45cd1b9475a87e382a00b9f8766948,hawkremote2.com,darkvault,"2024-04-11 19:16:57",b5bd9ec2c8ff3cb0c9f606c1a59ec4b9,USA,Business Services,			
14232,2a227d65f63190e33b52ac4e047cdd2b1a920520528032432043683a3b7de85d,"Missouri Electric Cooperatives",akira,"2024-04-11 19:08:01",0ee7e71061cf860ccf3b29c6823c7971,USA,Energy,				
14231,95a87de769069088fe2fba7c2ae0b37a9c58bd447fdc3028c83fd537faa9eb9d,wexer.com,darkvault,"2024-04-11 19:11:14",cfcfc30e3761dbef9fa08c44799f5ae5,UK,Sports,			
14230,3d0f321b75afd77a0144364b7b0fb1a33c72212e51ea695ef12ce583af37383e,agribazaar.com,darkvault,"2024-04-11 19:11:48",60bba73587de9c81e7eb9a508ef928b7,India,Agriculture,				
14229,2dfb5f4c62511dfa5eb4ce8c8c79b34c64e6c4a3c9b1cb08ec0d7581cba643ef,adachikan.com,darkvault,"2024-04-11 19:12:22",7d3f2fed7faf3501554970cd3c0d724e,India,Retail,				
14228,6b5c6412c7aea3df6d7fd76b07720f821372be3d2d04457f666f8028fda65f48,lankacom.net,darkvault,"2024-04-11 19:12:58",a70a600d7c593ca50cc6639cd64ed71a,"Sri Lanka",Internet Service providers,			
14227,60557d31657f044bbef76da04001227b9d87b59b8a822fa97693ecd458308bd6,taskhound.com,darkvault,"2024-04-11 19:13:40",a23f9327866d3bafd064964c9f0fcb6f,USA,Services,			
14226,d9d629a617b1f84c1384a310aa4c6b6bb869b46d0be759d2852d862faae01673,zanebenefits.com,darkvault,"2024-04-11 19:14:20",17e0ce48c87a8885fe8b82c21cb17ecf,USA,Technologies,			
14225,e1b74606c5266cbdf9f5bbd847d401452fc817941497eabef8f4c7f7c39ba240,ezeldsolutions.com,darkvault,"2024-04-11 19:14:59",8a701b176cc140888936dad15c5d046a,USA,Engineering consulting,
14224,04b589e8d40b4bf6fe0efe0af0f12da5bf2cd398133f593c4dabba4357570d56,"Access Intelligence",play,"2024-04-11 19:01:15",8cad09283d1d6c5fb08daec8a576a72d,USA,Medias and audiovisual,				
14223,d2856ad48bcf0a3a73193d22477e945f0cacd7a008876ec37851bd53c2e01594,"Optima Manufacturing",hunters,"2024-04-11 13:59:56",b844b947d3f4f2829acc21c79ee6ef5e,Canada,Manufacturing,				
14218,dfaf65966fb378f53ab62bc29630594007ba7100054f75751eb10b59d93ffc20,"Oki Golf",rhysida,"2024-04-11 01:53:15",b326a08bb69d28ec5947c8438f12dd66,USA,Sports,			
14217,a4340a44de9a8d5298f195badf40e8a6300b5e610459f40c6c5b6a21cdd0997a,Nexperia,dunghill_leak,"2024-04-10 21:05:37",c27181a18d3b30d14d66a1a56c068548,Netherlands,Insurance services,				
14216,0d2edbcef0a286940db1dc0dbb4326bfdcb022537dd7d61322892df5142ced6c,"Inszone Insurance Services",hunters,"2024-04-10 21:11:04",631fe0c7519b232b0a0f6b965af015a9,USA				
14215,6eeb94bf2d33f001973ca234e810daa0f563235c85ef5400c26a411859f89090,"F???s???? & ??????t",play,"2024-04-10 19:52:55",8be904ad045c578053fc6052578f9324,USA,unknown,				
14214,cf44cdc168c1112455e78cb5f0cac05ca7bea44bffb4db9bc4e397b54af297a0,Samart,akira,"2024-04-10 15:01:35",a82ed528e2511d3232d2c92e274ffe31,Thailand,Telecommunications,	
14213,d274bf685e113b2c022f638895632dcee0deb8a85904c831ab6596172c81534d,Robertson Cheatham Farmers,hunters,2024-04-10 13:34:09,5a20abd7831fa1ebd199086e4a69a49a,unknown,
14212,9451d538b572ebdeefeabe8d3c33e1a870a400888a81e8edee2fea56498ace2d,specialoilfield.com,lockbit3,2024-04-10 09:17:34,65f4086dbc18fa214f5a7a49bf55b981,Oman,unknown,
14211,cd3766ee1f4d01f355b1416db0f6f1353ac2ab85b3231e38509a90b74c7727d8,wencor.com,cloak,2024-04-09 19:11:32,f416d0fbce436dde50730df3a12bba3b,USA,Manufacturing,
14210,c31e731317b465ee94aac7d18c912e0280ce187eac17b37ea912b1dd2c79ffd9,theharriscenter.org,cloak,2024-04-09 19:11:32,2df41f38afef75d8c599483001daf2e1,USA,Healthcare,
14209,823d8a94d94d6ad404ba5963bc7974667f1d4cff1c06e1148946222eb6fefe8a,Consilux (Brazil),akira,2024-04-09 18:26:26,0d8e7181cecfb125aee394596b658287,Brazil,Electricity,
14208,f87780558840b18c510522e6baaf056ac8ab88fa950e5966eabda227117979ab,processsolutions.com,blackbasta,2024-04-09 18:36:18,2e945b99f24f789d68d85ee332131c93,USA,Telecommunications,
14207,5be92855f3307e94b955d5ddeb2c148cf63da80ea273b22c64bb07207829676c,numotion.com,blackbasta,2024-04-09 18:36:17,279dc09a13b9dc662c574a804d650d95,USA,unknown,
14206,ecc7515ab518d08af82c22588999c7ee21b8f4db6f222508f1d6d6e119eeecf1,siemensmfg.com,blackbasta,2024-04-09 18:36:15,a45613e8740e38fe7d019d79fbf8712b,USA,Business Services,
14205,ca1856f3164a381232effd5dace1ec02b6f7c26b07b1d34bbbbf0f0febee476a,Parklane Group,blackbasta,2024-04-09 18:36:14,a8578be2fe9a67d039ee7b4f18697286,UK,Consulting
14204,fdb478eee09c49b5912cfea5a863ee33cbbe17e593fff254ebaf20cd911aa251,sermo.com,blackbasta,2024-04-09 18:36:12,c8720c9e82b818798e7b391fd62adf33,USA,Health,
14203,b75b4346e4f8d44e8b14ed66980b2ceeca73e0a675aa1c7d809952993b725e0f,schlesingerlaw.com,blackbasta,2024-04-09 18:36:11,b0eec27361a2a03d4480b560df531df7,USA,Attorney
14202,920fd77b86746f384811448608a9a197606b91566a9d0c22429da7d8bb933184,robar.com,blackbasta,2024-04-09 18:36:09,5a834ec7e9dc45a5fae01dc7497e534f,USA,Business Services,
14201,291d08ece550de2df24883f2e1fe17ee9df5f6414db59c1528fa2530eb189a90,atlascontainer.com,blackbasta,2024-04-09 18:36:08,58fe2003170159fd68519b7f9840fdb2,USA,Manufacturing,
14200,a2b8756439dffcec10931fbdc84da54600fbd5bc52e43ced2f2ac948e0d60dcc,patersoncooke.com,blackbasta,2024-04-09 18:36:02,72fa288df9f22f7167dff80cf89fd4e5,USA,Mining,
14199,1047acb7cf88668b4c0b221a54ad777f557104de33ee6277b735cb2fac92ac63,arch-con.com,blackbasta,2024-04-09 18:35:37,66e8d052ec2230c66bd11ee6b5a0e3c8,USA,Construction,
